Post_ID,Platform,Post_Date,Post_Time,Post_Type,Content_Theme,Caption,Hashtags,Impressions,Reach,Likes,Comments,Shares,Saves,Profile_Visits,Link_Clicks,Followers_Before,Followers_After,Campaign_Name
P1155,Instagram,2024-12-13,20:05,Reel,Motivational,Sample social media post caption 1155,#marketing #socialmedia #AI,4141,4902,976,331,86,384,1981,785,3981,4175,Organic
P1156,YouTube,2024-12-12,12:55,Text,Educational,Sample social media post caption 1156,#marketing #socialmedia #AI,40828,2769,1454,50,12,317,742,153,33879,34052,Brand Awareness
P1157,Facebook,2024-07-02,02:27,Image,Product Launch,Sample social media post caption 1157,#marketing #socialmedia #AI,24702,54497,4887,138,95,247,1717,734,43830,44024,Engagement Drive
P1158,Facebook,2025-09-25,11:38,Carousel,Motivational,Sample social media post caption 1158,#marketing #socialmedia #AI,72548,9697,1056,454,279,269,951,600,81728,81839,Lead Generation
P1159,Instagram,2024-08-25,10:35,Reel,Educational,Sample social media post caption 1159,#marketing #socialmedia #AI,40363,15897,159,391,134,275,1793,937,52172,52273,Engagement Drive
P1160,LinkedIn,2025-05-01,17:22,Carousel,Promotional,Sample social media post caption 1160,#marketing #socialmedia #AI,39145,20158,3636,46,295,197,782,910,75947,75955,Summer Campaign
P1161,Instagram,2025-03-01,16:10,Carousel,Product Launch,Sample social media post caption 1161,#marketing #socialmedia #AI,96801,36800,3010,459,108,74,1973,576,15726,15836,Lead Generation
P1162,Facebook,2025-09-01,11:42,Carousel,Industry News,Sample social media post caption 1162,#marketing #socialmedia #AI,22111,79140,2371,105,90,373,1607,920,95044,95075,Summer Campaign
P1163,Facebook,2024-08-01,10:05,Video,Industry News,Sample social media post caption 1163,#marketing #socialmedia #AI,35214,4849,350,359,228,42,107,901,4342,4388,Engagement Drive
P1164,YouTube,2024-06-02,19:45,Reel,Motivational,Sample social media post caption 1164,#marketing #socialmedia #AI,11883,36523,1121,263,121,15,1656,315,85717,85828,Organic
P1165,Facebook,2025-07-18,12:27,Text,Industry News,Sample social media post caption 1165,#marketing #socialmedia #AI,44382,25450,2479,143,252,375,1208,296,88588,88592,Lead Generation
P1166,Facebook,2025-12-09,01:55,Carousel,Promotional,Sample social media post caption 1166,#marketing #socialmedia #AI,45433,24814,1636,243,91,442,458,650,33590,33774,Summer Campaign
P1167,Facebook,2025-03-10,08:09,Image,Promotional,Sample social media post caption 1167,#marketing #socialmedia #AI,52776,5713,359,25,263,186,1270,515,2189,2384,Lead Generation
P1168,Facebook,2025-10-03,11:11,Text,Promotional,Sample social media post caption 1168,#marketing #socialmedia #AI,67004,72440,988,367,90,379,1852,192,62065,62068,Engagement Drive
P1169,Instagram,2024-08-04,06:43,Image,Product Launch,Sample social media post caption 1169,#marketing #socialmedia #AI,31421,24864,1044,359,267,88,1555,894,12920,12960,Summer Campaign
P1170,YouTube,2024-08-09,09:14,Text,Motivational,Sample social media post caption 1170,#marketing #socialmedia #AI,11555,64445,3795,126,76,301,1756,609,31372,31562,Brand Awareness
P1171,Instagram,2025-07-22,06:04,Carousel,Industry News,Sample social media post caption 1171,#marketing #socialmedia #AI,18876,52310,1482,336,211,424,1679,786,29024,29053,Engagement Drive
P1172,Facebook,2025-03-17,04:47,Carousel,Promotional,Sample social media post caption 1172,#marketing #socialmedia #AI,53904,67536,151,206,67,192,471,798,89106,89248,Brand Awareness
P1173,Facebook,2024-04-18,04:43,Text,Promotional,Sample social media post caption 1173,#marketing #socialmedia #AI,47790,23142,2630,430,275,116,943,540,25280,25455,Engagement Drive
P1174,Instagram,2024-08-03,12:45,Video,Motivational,Sample social media post caption 1174,#marketing #socialmedia #AI,55338,55150,594,6,272,244,487,464,89152,89306,Organic
P1175,Instagram,2024-08-11,11:00,Carousel,Promotional,Sample social media post caption 1175,#marketing #socialmedia #AI,93533,56729,4868,48,148,81,593,974,15636,15671,Brand Awareness
P1176,Instagram,2025-04-13,22:07,Reel,Educational,Sample social media post caption 1176,#marketing #socialmedia #AI,88284,67698,3606,120,138,330,266,250,44758,44946,Lead Generation
P1177,LinkedIn,2025-08-06,06:25,Carousel,Product Launch,Sample social media post caption 1177,#marketing #socialmedia #AI,96157,25626,1267,192,231,159,551,339,54838,55034,Lead Generation
P1178,LinkedIn,2024-02-24,18:23,Carousel,Product Launch,Sample social media post caption 1178,#marketing #socialmedia #AI,96969,60875,1868,83,60,161,300,418,84302,84294,Summer Campaign
P1179,Facebook,2024-09-24,09:44,Text,Promotional,Sample social media post caption 1179,#marketing #socialmedia #AI,86855,7397,3813,158,84,29,233,692,14416,14420,Engagement Drive
P1180,YouTube,2025-09-25,07:38,Carousel,Motivational,Sample social media post caption 1180,#marketing #socialmedia #AI,66679,59466,3144,466,176,441,298,687,89242,89285,Engagement Drive
P1181,Facebook,2024-10-31,04:41,Carousel,Educational,Sample social media post caption 1181,#marketing #socialmedia #AI,23217,58318,976,239,81,84,882,51,27703,27807,Lead Generation
P1182,YouTube,2024-06-05,18:36,Video,Educational,Sample social media post caption 1182,#marketing #socialmedia #AI,22150,65798,2862,279,26,371,1748,101,85290,85358,Brand Awareness
P1183,YouTube,2025-12-04,09:31,Text,Educational,Sample social media post caption 1183,#marketing #socialmedia #AI,22929,8968,3519,181,16,498,478,25,14205,14308,Engagement Drive
P1184,Facebook,2025-04-22,17:10,Video,Industry News,Sample social media post caption 1184,#marketing #socialmedia #AI,66140,16278,4333,470,52,94,698,531,99472,99554,Organic
P1185,Facebook,2025-10-11,16:47,Text,Educational,Sample social media post caption 1185,#marketing #socialmedia #AI,17635,66603,1362,49,264,42,261,986,84408,84444,Summer Campaign
P1186,YouTube,2025-08-08,17:21,Reel,Promotional,Sample social media post caption 1186,#marketing #socialmedia #AI,48963,50164,4214,28,253,103,832,162,33669,33833,Organic
P1187,YouTube,2024-09-09,00:42,Reel,Motivational,Sample social media post caption 1187,#marketing #socialmedia #AI,46694,40278,842,305,118,348,1776,730,9596,9671,Lead Generation
P1188,YouTube,2024-11-20,20:10,Text,Product Launch,Sample social media post caption 1188,#marketing #socialmedia #AI,55094,56541,2332,145,269,229,12,403,22267,22283,Brand Awareness
P1189,Instagram,2024-04-06,23:26,Video,Educational,Sample social media post caption 1189,#marketing #socialmedia #AI,63555,15876,3752,391,31,9,719,32,31340,31453,Summer Campaign
P1190,Instagram,2025-08-01,10:54,Video,Motivational,Sample social media post caption 1190,#marketing #socialmedia #AI,78499,51048,490,469,204,324,1895,586,62396,62406,Engagement Drive
P1191,Instagram,2024-09-27,00:17,Text,Motivational,Sample social media post caption 1191,#marketing #socialmedia #AI,45123,42407,2276,167,63,202,126,813,53495,53665,Organic
P1192,YouTube,2024-07-11,11:49,Video,Educational,Sample social media post caption 1192,#marketing #socialmedia #AI,11372,74132,1345,394,69,489,765,369,14842,15024,Brand Awareness
P1193,YouTube,2024-01-07,03:33,Text,Educational,Sample social media post caption 1193,#marketing #socialmedia #AI,13166,19732,4223,499,144,127,566,676,99369,99542,Lead Generation
P1194,Instagram,2024-09-12,16:17,Reel,Product Launch,Sample social media post caption 1194,#marketing #socialmedia #AI,3925,27608,3687,489,43,105,893,714,43351,43468,Engagement Drive
P1195,Instagram,2024-07-14,09:35,Reel,Promotional,Sample social media post caption 1195,#marketing #socialmedia #AI,46684,33270,1023,406,294,118,1812,248,7223,7356,Brand Awareness
P1196,YouTube,2024-12-24,19:22,Text,Educational,Sample social media post caption 1196,#marketing #socialmedia #AI,81100,34789,3143,340,217,267,459,509,63390,63526,Lead Generation
P1197,YouTube,2024-12-15,15:09,Carousel,Promotional,Sample social media post caption 1197,#marketing #socialmedia #AI,2395,59102,4158,45,60,172,777,105,13121,13137,Engagement Drive
P1198,LinkedIn,2024-07-29,17:43,Image,Product Launch,Sample social media post caption 1198,#marketing #socialmedia #AI,74469,56646,4675,331,225,268,1690,380,18167,18336,Brand Awareness
P1199,Facebook,2024-03-03,15:58,Text,Educational,Sample social media post caption 1199,#marketing #socialmedia #AI,55324,23167,2289,375,276,206,784,504,55722,55885,Summer Campaign
P1200,LinkedIn,2025-07-21,16:01,Text,Promotional,Sample social media post caption 1200,#marketing #socialmedia #AI,61939,56509,4886,83,71,166,229,470,57698,57705,Organic
P1201,LinkedIn,2024-06-15,22:07,Video,Product Launch,Sample social media post caption 1201,#marketing #socialmedia #AI,46776,30433,3134,291,112,262,1404,596,36496,36554,Engagement Drive
P1202,YouTube,2024-08-06,11:37,Carousel,Promotional,Sample social media post caption 1202,#marketing #socialmedia #AI,81481,72651,3329,226,69,480,1580,914,75887,75993,Brand Awareness
P1203,Instagram,2025-06-26,20:15,Image,Educational,Sample social media post caption 1203,#marketing #socialmedia #AI,63546,47990,3120,132,140,277,727,355,51144,51194,Engagement Drive
P1204,Facebook,2024-02-11,05:13,Reel,Motivational,Sample social media post caption 1204,#marketing #socialmedia #AI,20457,5176,3238,65,131,424,255,515,60223,60407,Engagement Drive
P1205,Facebook,2025-11-07,11:13,Video,Promotional,Sample social media post caption 1205,#marketing #socialmedia #AI,31708,38222,1318,18,220,29,1498,281,26262,26419,Summer Campaign
P1206,YouTube,2025-08-13,05:46,Image,Motivational,Sample social media post caption 1206,#marketing #socialmedia #AI,23677,43335,705,327,32,500,237,1,92378,92577,Lead Generation
P1207,Facebook,2024-10-26,22:00,Text,Promotional,Sample social media post caption 1207,#marketing #socialmedia #AI,54240,59551,3978,420,291,278,1757,155,70919,71041,Engagement Drive
P1208,Instagram,2024-01-25,04:28,Reel,Motivational,Sample social media post caption 1208,#marketing #socialmedia #AI,35379,34488,819,30,41,359,339,564,58759,58786,Organic
P1209,LinkedIn,2025-02-21,14:56,Carousel,Product Launch,Sample social media post caption 1209,#marketing #socialmedia #AI,58986,39035,4677,402,211,97,1004,958,55743,55912,Lead Generation
P1210,YouTube,2024-04-30,19:29,Carousel,Industry News,Sample social media post caption 1210,#marketing #socialmedia #AI,63233,53107,461,22,179,321,219,248,7175,7186,Organic
P1211,YouTube,2024-06-05,00:28,Reel,Industry News,Sample social media post caption 1211,#marketing #socialmedia #AI,71610,8960,1143,469,233,76,541,901,41654,41849,Engagement Drive
P1212,Instagram,2025-07-02,06:49,Carousel,Promotional,Sample social media post caption 1212,#marketing #socialmedia #AI,6149,48912,912,327,24,468,1675,602,78015,78000,Brand Awareness
P1213,LinkedIn,2024-12-20,20:22,Image,Educational,Sample social media post caption 1213,#marketing #socialmedia #AI,94698,35429,2837,285,277,407,1929,743,32274,32285,Engagement Drive
P1214,Facebook,2025-01-02,03:13,Text,Industry News,Sample social media post caption 1214,#marketing #socialmedia #AI,70116,17562,4724,362,104,54,110,925,32802,32789,Organic
P1215,Facebook,2024-03-31,20:23,Video,Motivational,Sample social media post caption 1215,#marketing #socialmedia #AI,97637,47895,2093,100,36,68,722,300,32141,32151,Engagement Drive
P1216,YouTube,2024-06-24,06:26,Reel,Promotional,Sample social media post caption 1216,#marketing #socialmedia #AI,15319,31451,3011,303,107,122,1540,646,92188,92340,Summer Campaign
P1217,YouTube,2024-06-04,09:16,Video,Motivational,Sample social media post caption 1217,#marketing #socialmedia #AI,25426,73711,1358,409,27,364,1029,881,28531,28625,Organic
P1218,Instagram,2025-01-05,08:06,Reel,Educational,Sample social media post caption 1218,#marketing #socialmedia #AI,26226,32766,1085,471,284,162,1533,575,57265,57333,Lead Generation
P1219,Instagram,2025-05-03,23:17,Text,Educational,Sample social media post caption 1219,#marketing #socialmedia #AI,70615,38536,2798,18,186,198,1201,912,70801,70892,Summer Campaign
P1220,LinkedIn,2025-12-24,20:56,Video,Product Launch,Sample social media post caption 1220,#marketing #socialmedia #AI,47138,77680,2272,207,55,463,1880,973,92021,92138,Organic
P1221,Facebook,2024-06-13,20:03,Reel,Industry News,Sample social media post caption 1221,#marketing #socialmedia #AI,89050,37668,3144,62,82,162,1560,570,87648,87731,Organic
P1222,YouTube,2025-06-12,23:36,Image,Product Launch,Sample social media post caption 1222,#marketing #socialmedia #AI,32201,79892,200,142,103,356,1672,791,19450,19514,Summer Campaign
P1223,Facebook,2025-03-29,07:04,Image,Industry News,Sample social media post caption 1223,#marketing #socialmedia #AI,20601,20594,1654,111,294,390,1129,867,65827,65994,Organic
P1224,Instagram,2025-09-20,09:46,Carousel,Promotional,Sample social media post caption 1224,#marketing #socialmedia #AI,86987,79372,757,12,273,94,573,209,48405,48521,Brand Awareness
P1225,Instagram,2025-12-12,10:05,Carousel,Promotional,Sample social media post caption 1225,#marketing #socialmedia #AI,8431,44794,2524,370,220,43,176,75,15943,15940,Organic
P1226,LinkedIn,2024-01-11,04:19,Image,Educational,Sample social media post caption 1226,#marketing #socialmedia #AI,94922,79009,292,494,83,376,386,406,10062,10053,Summer Campaign
P1227,LinkedIn,2025-09-10,03:13,Video,Promotional,Sample social media post caption 1227,#marketing #socialmedia #AI,46741,3865,2551,353,252,270,272,748,79532,79582,Lead Generation
P1228,Facebook,2024-06-26,20:00,Video,Industry News,Sample social media post caption 1228,#marketing #socialmedia #AI,54679,52268,1169,76,212,2,499,399,45125,45305,Brand Awareness
P1229,Instagram,2024-09-26,16:17,Image,Educational,Sample social media post caption 1229,#marketing #socialmedia #AI,10394,44327,1827,36,95,127,558,969,45783,45808,Summer Campaign
P1230,LinkedIn,2025-02-24,18:01,Text,Industry News,Sample social media post caption 1230,#marketing #socialmedia #AI,5536,79033,2354,437,54,42,1969,398,40270,40424,Organic
P1231,YouTube,2025-12-20,02:34,Text,Product Launch,Sample social media post caption 1231,#marketing #socialmedia #AI,11112,18781,4029,97,129,451,1311,43,24729,24793,Summer Campaign
P1232,Instagram,2024-09-02,22:44,Text,Promotional,Sample social media post caption 1232,#marketing #socialmedia #AI,83024,6756,4999,91,259,358,882,616,77821,77972,Organic
P1233,Facebook,2024-10-19,04:39,Reel,Motivational,Sample social media post caption 1233,#marketing #socialmedia #AI,35875,71561,4750,145,111,296,1310,740,43674,43834,Organic
P1234,Instagram,2025-01-03,19:11,Image,Promotional,Sample social media post caption 1234,#marketing #socialmedia #AI,7539,2473,4232,198,230,39,1730,306,63495,63602,Engagement Drive
P1235,Instagram,2024-08-18,13:47,Video,Product Launch,Sample social media post caption 1235,#marketing #socialmedia #AI,20364,74256,4240,263,49,76,202,581,11656,11770,Organic
P1236,YouTube,2024-11-27,00:01,Video,Product Launch,Sample social media post caption 1236,#marketing #socialmedia #AI,89742,12186,3389,102,69,216,520,974,91660,91698,Engagement Drive
P1237,LinkedIn,2025-02-18,08:17,Text,Product Launch,Sample social media post caption 1237,#marketing #socialmedia #AI,71300,27631,2284,388,255,24,1339,645,26221,26236,Summer Campaign
P1238,Instagram,2025-04-09,12:31,Text,Promotional,Sample social media post caption 1238,#marketing #socialmedia #AI,78396,63795,4516,10,9,281,606,987,72870,72974,Organic
P1239,YouTube,2024-01-22,05:55,Image,Promotional,Sample social media post caption 1239,#marketing #socialmedia #AI,55424,6758,2607,135,284,304,794,433,8127,8167,Lead Generation
P1240,YouTube,2024-04-13,11:40,Image,Promotional,Sample social media post caption 1240,#marketing #socialmedia #AI,17646,71790,250,27,116,325,1614,328,12463,12519,Organic
P1241,YouTube,2024-04-16,07:33,Video,Educational,Sample social media post caption 1241,#marketing #socialmedia #AI,92975,79041,2717,173,123,46,1176,585,41781,41813,Brand Awareness
P1242,Instagram,2024-12-29,14:35,Reel,Industry News,Sample social media post caption 1242,#marketing #socialmedia #AI,89409,33092,3482,377,32,108,1659,474,63391,63461,Engagement Drive
P1243,LinkedIn,2024-03-19,19:53,Video,Motivational,Sample social media post caption 1243,#marketing #socialmedia #AI,72252,23997,2038,399,14,82,564,255,44113,44244,Organic
P1244,LinkedIn,2024-04-27,12:11,Image,Educational,Sample social media post caption 1244,#marketing #socialmedia #AI,85834,46172,1009,267,221,93,781,975,64773,64908,Brand Awareness
P1245,Facebook,2024-08-01,10:32,Text,Promotional,Sample social media post caption 1245,#marketing #socialmedia #AI,94169,17942,1883,283,2,88,194,304,77222,77420,Organic
P1246,Facebook,2024-03-08,14:35,Reel,Promotional,Sample social media post caption 1246,#marketing #socialmedia #AI,75587,78079,2160,486,282,280,1322,872,49422,49602,Summer Campaign
P1247,LinkedIn,2024-03-23,03:11,Carousel,Industry News,Sample social media post caption 1247,#marketing #socialmedia #AI,87584,77415,3050,465,300,186,923,633,18054,18088,Brand Awareness
P1248,LinkedIn,2025-04-12,08:32,Reel,Promotional,Sample social media post caption 1248,#marketing #socialmedia #AI,36151,39828,2066,103,4,255,626,838,81703,81718,Brand Awareness
P1249,Facebook,2025-05-05,22:55,Carousel,Educational,Sample social media post caption 1249,#marketing #socialmedia #AI,44524,27976,575,280,80,325,1522,153,44919,45016,Brand Awareness
P1250,YouTube,2025-11-05,09:43,Image,Motivational,Sample social media post caption 1250,#marketing #socialmedia #AI,40918,53370,750,425,156,223,1161,685,59254,59360,Lead Generation
P1251,YouTube,2025-04-24,17:15,Reel,Promotional,Sample social media post caption 1251,#marketing #socialmedia #AI,82956,45904,2437,61,181,440,879,686,69933,69995,Engagement Drive
P1252,Instagram,2024-08-17,15:05,Image,Educational,Sample social media post caption 1252,#marketing #socialmedia #AI,73617,60206,4461,493,6,427,77,118,73214,73196,Brand Awareness
P1253,Facebook,2025-12-30,11:20,Carousel,Motivational,Sample social media post caption 1253,#marketing #socialmedia #AI,63175,41388,4163,417,258,8,1913,805,75420,75471,Organic
P1254,LinkedIn,2024-09-04,11:50,Video,Motivational,Sample social media post caption 1254,#marketing #socialmedia #AI,54908,77219,585,16,87,136,1852,289,99489,99562,Engagement Drive
P1255,LinkedIn,2024-01-25,01:03,Image,Educational,Sample social media post caption 1255,#marketing #socialmedia #AI,72495,54226,4956,333,253,159,122,412,26414,26402,Lead Generation
P1256,Instagram,2024-05-05,17:47,Image,Industry News,Sample social media post caption 1256,#marketing #socialmedia #AI,58170,45658,106,94,293,54,364,745,60872,61022,Summer Campaign
P1257,Facebook,2025-11-28,01:24,Image,Educational,Sample social media post caption 1257,#marketing #socialmedia #AI,16890,61509,485,265,276,172,1993,876,47276,47349,Organic
P1258,LinkedIn,2024-09-11,23:18,Video,Educational,Sample social media post caption 1258,#marketing #socialmedia #AI,60910,36211,976,228,245,384,1405,732,16046,16118,Brand Awareness
P1259,YouTube,2025-09-06,08:28,Image,Educational,Sample social media post caption 1259,#marketing #socialmedia #AI,70725,73807,59,467,127,37,1430,623,56726,56775,Lead Generation
P1260,YouTube,2024-03-29,18:53,Reel,Industry News,Sample social media post caption 1260,#marketing #socialmedia #AI,65607,50444,3394,58,285,23,585,406,81313,81347,Brand Awareness
P1261,Instagram,2024-07-21,01:22,Carousel,Product Launch,Sample social media post caption 1261,#marketing #socialmedia #AI,42080,64448,3516,48,31,266,1081,242,59752,59885,Lead Generation
P1262,YouTube,2025-07-31,04:02,Text,Educational,Sample social media post caption 1262,#marketing #socialmedia #AI,58320,21985,4237,435,58,437,1349,960,99163,99213,Brand Awareness
P1263,LinkedIn,2024-06-25,17:53,Video,Industry News,Sample social media post caption 1263,#marketing #socialmedia #AI,27895,1557,4190,168,98,116,1271,130,50902,51012,Brand Awareness
P1264,YouTube,2024-07-14,00:55,Carousel,Industry News,Sample social media post caption 1264,#marketing #socialmedia #AI,17108,17273,3346,249,79,390,981,899,13331,13441,Summer Campaign
P1265,YouTube,2024-05-08,00:00,Video,Product Launch,Sample social media post caption 1265,#marketing #socialmedia #AI,86747,69183,2527,335,109,92,628,366,19246,19315,Engagement Drive
P1266,YouTube,2024-08-14,01:47,Text,Educational,Sample social media post caption 1266,#marketing #socialmedia #AI,23367,25292,575,230,15,37,1076,475,79863,79957,Engagement Drive
P1267,LinkedIn,2024-11-23,11:07,Carousel,Industry News,Sample social media post caption 1267,#marketing #socialmedia #AI,90791,65706,3880,156,142,153,1811,152,56207,56360,Organic
P1268,YouTube,2024-07-01,09:26,Text,Promotional,Sample social media post caption 1268,#marketing #socialmedia #AI,2312,55908,4719,367,259,378,258,427,1908,2019,Engagement Drive
P1269,Facebook,2025-01-01,11:11,Reel,Educational,Sample social media post caption 1269,#marketing #socialmedia #AI,75747,74988,2926,368,102,8,1596,382,45640,45733,Summer Campaign
P1270,LinkedIn,2024-05-16,11:24,Image,Promotional,Sample social media post caption 1270,#marketing #socialmedia #AI,30278,77409,3722,143,170,321,1480,247,38811,38984,Summer Campaign
P1271,Instagram,2024-01-12,23:47,Carousel,Promotional,Sample social media post caption 1271,#marketing #socialmedia #AI,59871,8398,3881,292,270,237,1667,501,46079,46251,Engagement Drive
P1272,Facebook,2024-07-02,11:18,Reel,Motivational,Sample social media post caption 1272,#marketing #socialmedia #AI,65252,8718,2620,246,238,109,1812,902,54940,55077,Summer Campaign
P1273,Instagram,2025-07-01,02:56,Video,Product Launch,Sample social media post caption 1273,#marketing #socialmedia #AI,34918,39401,4081,283,116,9,987,437,74325,74482,Lead Generation
P1274,Facebook,2025-05-18,08:38,Text,Industry News,Sample social media post caption 1274,#marketing #socialmedia #AI,91728,60682,253,320,43,343,940,125,61337,61326,Summer Campaign
P1275,Facebook,2024-09-09,13:38,Reel,Educational,Sample social media post caption 1275,#marketing #socialmedia #AI,40960,55882,3390,473,17,442,1686,58,29129,29178,Brand Awareness
P1276,YouTube,2024-06-24,21:19,Carousel,Promotional,Sample social media post caption 1276,#marketing #socialmedia #AI,37072,51854,3408,403,221,486,840,504,97038,97042,Lead Generation
P1277,Facebook,2025-07-21,00:21,Image,Promotional,Sample social media post caption 1277,#marketing #socialmedia #AI,34638,19825,4869,478,241,116,1752,606,16183,16234,Lead Generation
P1278,LinkedIn,2024-03-02,01:11,Reel,Product Launch,Sample social media post caption 1278,#marketing #socialmedia #AI,62820,73876,4656,443,107,376,1657,669,32844,32984,Lead Generation
P1279,YouTube,2024-04-16,14:47,Text,Educational,Sample social media post caption 1279,#marketing #socialmedia #AI,70919,65059,2913,497,119,306,438,131,73364,73474,Organic
P1280,YouTube,2025-07-31,18:09,Text,Motivational,Sample social media post caption 1280,#marketing #socialmedia #AI,10504,69959,1746,242,145,330,1724,591,80580,80758,Engagement Drive
P1281,Instagram,2024-01-27,21:42,Reel,Promotional,Sample social media post caption 1281,#marketing #socialmedia #AI,89865,53667,1174,148,113,429,1809,948,60793,60954,Organic
P1282,YouTube,2025-10-16,00:19,Text,Educational,Sample social media post caption 1282,#marketing #socialmedia #AI,68023,69681,994,170,159,398,1495,138,53808,53878,Organic
P1283,LinkedIn,2025-12-07,00:05,Video,Educational,Sample social media post caption 1283,#marketing #socialmedia #AI,46421,24382,2111,495,173,328,855,383,48075,48154,Organic
P1284,Instagram,2024-02-27,11:35,Video,Product Launch,Sample social media post caption 1284,#marketing #socialmedia #AI,42924,31948,1651,317,194,169,617,515,71458,71449,Engagement Drive
P1285,Facebook,2025-04-06,15:29,Video,Industry News,Sample social media post caption 1285,#marketing #socialmedia #AI,59646,19649,1468,420,107,297,1643,524,37009,37179,Brand Awareness
P1286,Instagram,2025-08-11,13:22,Carousel,Promotional,Sample social media post caption 1286,#marketing #socialmedia #AI,88135,26281,4046,361,190,82,822,496,5235,5424,Engagement Drive
P1287,Facebook,2025-05-12,01:52,Text,Industry News,Sample social media post caption 1287,#marketing #socialmedia #AI,1890,70071,2412,145,270,15,406,493,47218,47326,Engagement Drive
P1288,LinkedIn,2024-12-14,12:54,Video,Promotional,Sample social media post caption 1288,#marketing #socialmedia #AI,96753,8859,2556,104,103,495,845,971,90956,91031,Brand Awareness
P1289,YouTube,2024-01-07,08:40,Reel,Promotional,Sample social media post caption 1289,#marketing #socialmedia #AI,55221,32861,504,323,201,10,585,602,90070,90208,Brand Awareness
P1290,YouTube,2024-01-10,14:05,Reel,Industry News,Sample social media post caption 1290,#marketing #socialmedia #AI,55342,43150,4478,44,213,413,1459,749,70377,70484,Summer Campaign
P1291,Instagram,2025-05-25,02:43,Carousel,Promotional,Sample social media post caption 1291,#marketing #socialmedia #AI,49021,32202,2799,74,206,451,785,867,11634,11640,Organic
P1292,Facebook,2025-09-18,12:45,Text,Product Launch,Sample social media post caption 1292,#marketing #socialmedia #AI,73617,26841,2008,211,117,112,1778,510,79081,79264,Engagement Drive
P1293,Facebook,2025-04-28,13:32,Carousel,Promotional,Sample social media post caption 1293,#marketing #socialmedia #AI,60163,29521,3957,210,101,324,627,975,85548,85551,Brand Awareness
P1294,YouTube,2024-11-08,11:51,Image,Industry News,Sample social media post caption 1294,#marketing #socialmedia #AI,79957,28540,974,206,109,452,1656,577,36020,36030,Organic
P1295,Facebook,2025-09-27,17:24,Reel,Industry News,Sample social media post caption 1295,#marketing #socialmedia #AI,77652,46916,2498,293,204,96,1404,623,40478,40678,Lead Generation
P1296,LinkedIn,2025-07-27,07:05,Image,Industry News,Sample social media post caption 1296,#marketing #socialmedia #AI,73423,63506,2942,184,55,42,210,150,77490,77477,Summer Campaign
P1297,Facebook,2024-08-21,22:37,Carousel,Product Launch,Sample social media post caption 1297,#marketing #socialmedia #AI,83164,63498,2983,480,25,412,1807,944,91450,91478,Organic
P1298,Facebook,2024-03-10,00:45,Reel,Product Launch,Sample social media post caption 1298,#marketing #socialmedia #AI,93931,620,2859,174,190,327,696,662,8432,8477,Lead Generation
P1299,YouTube,2024-02-06,18:43,Video,Product Launch,Sample social media post caption 1299,#marketing #socialmedia #AI,32586,13382,1723,339,247,99,1974,742,62249,62341,Engagement Drive
P1300,YouTube,2025-05-22,11:33,Carousel,Motivational,Sample social media post caption 1300,#marketing #socialmedia #AI,1395,10348,2851,394,155,331,1120,89,48114,48097,Engagement Drive
P1301,LinkedIn,2024-06-30,21:10,Video,Promotional,Sample social media post caption 1301,#marketing #socialmedia #AI,40426,49728,410,356,77,40,1225,293,45616,45604,Brand Awareness
P1302,YouTube,2024-07-30,20:48,Text,Promotional,Sample social media post caption 1302,#marketing #socialmedia #AI,76493,30944,4239,321,49,145,315,164,28950,29047,Organic
P1303,YouTube,2024-10-30,10:18,Text,Product Launch,Sample social media post caption 1303,#marketing #socialmedia #AI,41401,46426,1987,48,253,78,1125,633,94374,94428,Organic
P1304,Instagram,2024-05-14,02:11,Video,Industry News,Sample social media post caption 1304,#marketing #socialmedia #AI,95140,7401,2924,289,175,211,1738,681,42653,42750,Lead Generation
P1305,Facebook,2024-05-10,08:41,Reel,Motivational,Sample social media post caption 1305,#marketing #socialmedia #AI,76253,24482,2249,83,83,394,36,349,94639,94769,Organic
P1306,Instagram,2025-08-29,20:00,Image,Product Launch,Sample social media post caption 1306,#marketing #socialmedia #AI,6887,2769,753,89,123,70,994,853,90747,90888,Lead Generation
P1307,Facebook,2024-10-02,02:43,Carousel,Product Launch,Sample social media post caption 1307,#marketing #socialmedia #AI,84175,23141,3027,42,234,401,524,764,18850,18868,Organic
P1308,Instagram,2025-02-11,06:57,Video,Promotional,Sample social media post caption 1308,#marketing #socialmedia #AI,28249,44527,869,345,135,281,1328,112,82791,82952,Brand Awareness
P1309,LinkedIn,2025-06-25,01:22,Reel,Industry News,Sample social media post caption 1309,#marketing #socialmedia #AI,9146,16895,477,369,92,105,1805,537,46704,46784,Brand Awareness
P1310,LinkedIn,2024-11-04,03:51,Text,Product Launch,Sample social media post caption 1310,#marketing #socialmedia #AI,40092,9370,4691,476,286,181,185,995,58719,58911,Engagement Drive
P1311,YouTube,2025-10-07,13:44,Text,Product Launch,Sample social media post caption 1311,#marketing #socialmedia #AI,54674,78237,4289,255,221,429,59,861,90346,90445,Organic
P1312,YouTube,2025-12-21,16:37,Image,Industry News,Sample social media post caption 1312,#marketing #socialmedia #AI,4684,56579,4859,213,255,449,579,605,17935,18011,Summer Campaign
P1313,YouTube,2024-10-08,03:37,Text,Product Launch,Sample social media post caption 1313,#marketing #socialmedia #AI,81687,27113,4378,7,285,350,364,589,37483,37548,Lead Generation
